,ID,Team1Won,Season,Date,Team1,Team2,Home,Team1Pts,Team2Pts,Team1PtDiff,Team2PtDiff,Team1TM,Team2TM,Team1Rating,Team2Rating,Team1Sks,Team2Sks,Team1SkYds,Team2SkYds,Team1RushAtt,Team2RushAtt,Team1RushYds,Team2RushYds,Team1RYM,Team2RYM,Team1PYM,Team2PYM,Team1YM,Team2YM
145,1201,False,2022,2022-11-13,LAC,SFO,0,16,22,-6,6,0,0,69.2,92.9,3,1,9,10,16,41,51,157,-106,106,-43,43,-149,149
146,1193,False,2022,2022-11-13,DEN,TEN,0,10,17,-7,7,0,0,70.1,92.8,6,1,38,11,25,23,65,63,2,-2,4,-4,6,-6
147,1197,True,2022,2022-11-13,IND,LVR,0,25,20,5,-5,-1,1,109.5,97.7,1,2,14,16,30,24,207,77,130,-130,-24,24,106,-106
148,1199,True,2022,2022-11-13,ARI,LAR,0,27,17,10,-10,2,-2,96.5,77.5,2,3,18,19,26,20,78,66,12,-12,30,-30,42,-42
149,1179,False,2022,2022-11-14,PHI,WAS,1,21,32,-11,11,-2,2,94.2,62.1,1,3,5,33,20,49,94,152,-58,58,-8,8,-66,66
150,1177,False,2022,2022-11-17,GNB,TEN,1,17,27,-10,10,1,-1,94.7,132.8,1,3,12,17,19,32,56,88,-32,32,-105,105,-137,137
151,1153,True,2022,2022-11-20,ATL,CHI,1,27,24,3,-3,-1,1,100.2,79.1,0,4,0,25,33,41,149,160,-11,11,3,-3,-8,8
152,1155,True,2022,2022-11-20,BUF,CLE,1,31,23,8,-8,1,-1,100.4,115.5,2,1,11,8,33,26,171,80,91,-91,-130,130,-39,39
153,1157,False,2022,2022-11-20,IND,PHI,1,16,17,-1,1,1,-1,89.7,104.2,4,3,28,17,26,33,99,141,-42,42,12,-12,-30,30
154,1159,False,2022,2022-11-20,DEN,LVR,1,16,22,-6,6,0,0,99.8,105.5,3,1,21,9,28,24,94,109,-15,15,-72,72,-87,87
155,1161,False,2022,2022-11-20,HOU,WAS,1,10,23,-13,13,-2,2,46.1,77.9,5,0,42,0,16,40,21,153,-132,132,-64,64,-196,196
156,1165,True,2022,2022-11-20,NOR,LAR,1,27,20,7,-7,0,0,143.2,101.5,4,4,39,35,24,30,88,148,-60,60,47,-47,-13,13
157,1167,True,2022,2022-11-20,NWE,NYJ,1,10,3,7,-7,0,0,104.6,48.7,6,4,48,33,26,23,99,59,40,-40,154,-154,194,-194
158,1171,True,2022,2022-11-20,CIN,PIT,0,37,30,7,-7,-2,2,104.1,84.3,2,2,9,16,24,24,62,102,-40,40,97,-97,57,-57
159,1173,False,2022,2022-11-20,CAR,BAL,0,3,13,-10,10,-2,2,54.6,74.4,4,3,27,16,17,30,36,115,-79,79,-24,24,-103,103
160,1175,True,2022,2022-11-20,KAN,LAC,0,30,27,3,-3,1,-1,120.8,109.0,1,5,7,30,27,30,163,115,48,-48,72,-72,120,-120
161,1163,True,2022,2022-11-20,DAL,MIN,0,40,3,37,-37,1,-1,131.5,64.6,0,7,0,49,40,17,151,73,78,-78,197,-197,275,-275
162,1169,True,2022,2022-11-20,DET,NYG,0,31,18,13,-13,3,-3,83.0,72.5,0,2,0,17,37,26,160,89,71,-71,-159,159,-88,88
163,1151,False,2022,2022-11-21,ARI,SFO,1,10,38,-28,28,-2,2,66.2,131.9,3,0,30,0,24,28,67,159,-92,92,19,-19,-73,73
164,1145,True,2022,2022-11-24,DAL,NYG,1,28,20,8,-8,-2,2,91.1,86.6,0,3,0,18,39,21,169,90,79,-79,51,-51,130,-130
165,1147,True,2022,2022-11-24,BUF,DET,0,28,25,3,-3,1,-1,80.8,97.8,3,2,16,10,29,28,164,96,68,-68,7,-7,75,-75
166,1149,True,2022,2022-11-24,MIN,NWE,1,33,26,7,-7,-1,1,116.0,117.9,1,3,9,18,27,13,57,45,12,-12,-63,63,-51,51
167,1143,False,2022,2022-11-27,ATL,WAS,0,13,19,-6,6,0,0,77.7,88.7,1,0,9,0,29,37,167,176,-9,9,27,-27,18,-18
168,1121,True,2022,2022-11-27,CAR,DEN,1,23,10,13,-13,1,-1,103.8,71.7,0,3,0,17,46,19,185,121,64,-64,39,-39,103,-103
169,1123,True,2022,2022-11-27,CLE,TAM,1,23,17,6,-6,-1,1,75.3,96.0,4,3,32,17,34,20,189,96,93,-93,-51,51,42,-42
170,1127,True,2022,2022-11-27,JAX,BAL,1,28,27,1,-1,1,-1,129.8,87.1,4,1,27,1,20,35,38,162,-124,124,41,-41,-83,83
171,1129,True,2022,2022-11-27,KAN,LAR,1,26,10,16,-16,0,0,85.4,44.1,0,3,0,24,30,28,117,116,1,-1,238,-238,239,-239
172,1125,False,2022,2022-11-27,ARI,LAC,1,24,25,-1,1,-2,2,89.9,107.2,1,4,6,28,34,13,181,65,116,-116,-61,61,55,-55
173,1133,False,2022,2022-11-27,CHI,NYJ,0,10,31,-21,21,-1,1,75.2,144.0,2,1,14,7,29,32,127,158,-31,31,-143,143,-174,174
174,1135,True,2022,2022-11-27,CIN,TEN,0,20,16,4,-4,0,0,91.0,90.4,1,1,4,10,28,21,108,63,45,-45,-15,15,30,-30
175,1137,False,2022,2022-11-27,GNB,PHI,0,33,40,-7,7,-1,1,107.2,93.9,3,2,17,16,21,49,106,363,-257,257,99,-99,-158,158
176,1139,True,2022,2022-11-27,LVR,SEA,0,40,34,6,-6,0,0,98.7,104.2,1,3,2,21,40,23,283,65,218,-218,-14,14,204,-204
177,1141,False,2022,2022-11-27,NOR,SFO,0,0,13,-13,13,-2,2,80.4,94.5,1,1,7,1,22,29,63,96,-33,33,-24,24,-57,57
178,1131,False,2022,2022-11-27,HOU,MIA,0,15,30,-15,15,-2,2,67.8,84.7,5,5,41,32,14,26,36,66,-30,30,-99,99,-129,129
179,1119,False,2022,2022-11-28,IND,PIT,1,17,24,-7,7,-2,2,77.9,84.1,3,3,19,23,25,36,110,172,-62,62,29,-29,-33,33
180,1117,True,2022,2022-12-01,BUF,NWE,0,24,10,14,-14,-1,1,106.0,83.3,2,1,0,13,37,14,132,60,72,-72,41,-41,113,-113
181,1091,False,2022,2022-12-04,ATL,PIT,1,16,19,-3,3,-1,1,72.7,90.9,1,0,7,0,28,37,146,154,-8,8,-37,37,-45,45
182,1093,False,2022,2022-12-04,CHI,GNB,1,19,28,-9,9,-3,3,75.7,85.7,0,0,0,0,25,32,155,175,-20,20,72,-72,52,-52
183,1095,True,2022,2022-12-04,CIN,KAN,1,27,24,3,-3,1,-1,126.6,96.4,1,2,7,12,34,25,152,138,14,-14,68,-68,82,-82
184,1097,False,2022,2022-12-04,IND,DAL,0,19,54,-35,35,-4,4,59.9,100.0,3,1,30,5,30,34,106,220,-114,114,38,-38,-76,76
185,1101,True,2022,2022-12-04,CLE,HOU,0,27,14,13,-13,2,-2,53.4,53.5,1,0,1,0,38,22,174,82,92,-92,-71,71,21,-21
186,1099,True,2022,2022-12-04,DET,JAX,1,40,14,26,-26,1,-1,115.9,79.4,2,2,3,14,31,19,100,95,5,-5,166,-166,171,-171
187,1105,False,2022,2022-12-04,NYG,WAS,1,20,20,0,0,0,0,104.3,98.2,4,5,18,29,30,36,134,165,-31,31,-64,64,-95,95
188,1103,True,2022,2022-12-04,MIN,NYJ,1,27,22,5,-5,2,-2,82.2,58.5,2,1,14,3,29,24,128,120,8,-8,-207,207,-199,199
189,1115,False,2022,2022-12-04,MIA,SFO,0,17,33,-16,16,-3,3,65.2,86.4,3,4,20,36,8,34,33,121,-88,88,45,-45,-43,43
190,1113,False,2022,2022-12-04,DEN,BAL,0,9,10,-1,1,2,-2,102.3,64.6,2,4,5,16,28,28,88,103,-15,15,2,-2,-13,13
191,1107,False,2022,2022-12-04,TEN,PHI,0,10,35,-25,25,0,0,91.3,126.7,6,2,35,5,21,24,87,67,20,-20,-264,264,-244,244
192,1109,True,2022,2022-12-04,LVR,LAC,1,27,20,7,-7,-1,1,89.6,86.7,0,5,0,21,29,22,154,72,82,-82,-64,64,18,-18
193,1111,False,2022,2022-12-04,LAR,SEA,1,23,27,-4,4,0,0,43.4,114.0,4,4,30,19,33,22,171,90,81,-81,-200,200,-119,119
194,1089,False,2022,2022-12-05,NOR,TAM,0,16,17,-1,1,2,-2,109.8,83.4,2,1,18,7,25,20,66,76,-10,10,-42,42,-52,52
195,1087,False,2022,2022-12-08,LVR,LAR,0,16,17,-1,1,-1,1,36.9,89.1,0,4,0,19,38,22,165,71,94,-94,-74,74,20,-20
196,1085,True,2022,2022-12-11,SFO,TAM,1,35,7,28,-28,2,-2,128.0,63.7,0,0,0,0,36,19,209,69,140,-140,-58,58,82,-82
197,1083,True,2022,2022-12-11,CAR,SEA,0,30,24,6,-6,2,-2,85.4,83.2,2,3,15,23,46,14,223,46,177,-177,-136,136,41,-41
198,1081,False,2022,2022-12-11,MIA,LAC,0,17,23,-6,6,0,0,65.3,100.9,2,4,18,17,19,23,92,82,10,-10,-223,223,-213,213
199,1079,False,2022,2022-12-11,PIT,BAL,1,14,16,-2,2,-3,3,69.5,79.0,2,2,12,10,20,42,65,215,-150,150,170,-170,20,-20
200,1077,True,2022,2022-12-11,JAX,TEN,0,36,22,14,-14,4,-4,121.9,88.4,0,4,0,27,25,20,60,137,-77,77,141,-141,64,-64
201,1073,True,2022,2022-12-11,DET,MIN,1,34,23,11,-11,2,-2,120.7,121.4,0,4,0,31,30,17,134,22,112,-112,-64,64,48,-48
202,1071,False,2022,2022-12-11,DEN,KAN,1,28,34,-6,6,1,-1,89.5,85.6,6,2,49,10,19,23,106,89,17,-17,-128,128,-111,111
203,1069,True,2022,2022-12-11,DAL,HOU,1,27,23,4,-4,-1,1,70.9,93.6,1,0,7,0,31,37,127,114,13,-13,64,-64,77,-77
204,1067,True,2022,2022-12-11,CIN,CLE,1,23,10,13,-13,0,0,85.3,77.0,2,2,12,3,26,25,136,71,65,-65,-46,46,19,-19
205,1065,True,2022,2022-12-11,BUF,NYJ,1,20,12,8,-8,2,-2,86.5,72.4,3,4,17,36,24,22,102,76,26,-26,-103,103,-77,77
206,1075,False,2022,2022-12-11,NYG,PHI,1,22,48,-26,26,-1,1,110.9,104.8,7,4,35,33,24,31,123,253,-130,130,-3,3,-133,133
207,1063,False,2022,2022-12-12,ARI,NWE,1,13,27,-14,14,-1,1,74.7,74.1,6,1,45,10,22,21,113,103,10,-10,-15,15,-5,5
208,1061,False,2022,2022-12-15,SEA,SFO,1,13,21,-8,8,-1,1,90.9,116.0,3,1,31,6,14,34,70,170,-100,100,-4,4,-104,104
209,1055,True,2022,2022-12-17,BUF,MIA,1,32,29,3,-3,-1,1,119.2,101.7,2,2,8,17,29,25,150,188,-38,38,79,-79,41,-41
210,1057,True,2022,2022-12-17,CLE,BAL,1,13,3,10,-10,2,-2,91.5,52.9,3,3,21,12,33,28,143,198,-55,55,14,-14,-41,41
211,1059,False,2022,2022-12-17,IND,MIN,0,36,39,-3,3,2,-2,83.1,95.0,3,7,12,34,43,24,171,92,79,-79,-256,256,-177,177
212,1037,False,2022,2022-12-18,ARI,DEN,0,15,24,-9,9,-1,1,33.7,88.5,3,7,6,41,20,34,73,168,-95,95,11,-11,-84,84
213,1053,True,2022,2022-12-18,NYG,WAS,0,20,12,8,-8,2,-2,77.6,95.2,0,3,0,21,30,26,128,159,-31,31,-68,68,-99,99
214,1051,True,2022,2022-12-18,CIN,TAM,0,34,23,11,-11,3,-3,104.6,91.5,2,1,16,8,21,25,53,92,-39,39,-120,120,-159,159
215,1049,False,2022,2022-12-18,TEN,LAC,0,14,17,-3,3,1,-1,73.4,66.7,4,3,28,22,27,24,127,74,53,-53,-134,134,-81,81
216,1047,False,2022,2022-12-18,NWE,LVR,0,24,30,-6,6,0,0,52.1,84.4,0,3,0,20,32,23,206,97,109,-109,-99,99,10,-10
217,1045,True,2022,2022-12-18,DET,NYJ,0,20,17,3,-3,1,-1,88.9,86.3,0,4,0,30,28,22,107,50,57,-57,-35,35,22,-22
218,1043,False,2022,2022-12-18,ATL,NOR,0,18,21,-3,3,0,0,59.3,145.6,4,2,8,17,39,34,231,134,97,-97,-125,125,-28,28
219,1041,False,2022,2022-12-18,DAL,JAX,0,34,40,-6,6,1,-1,107.1,108.3,3,1,13,7,41,27,154,192,-38,38,-68,68,-106,106
220,1039,False,2022,2022-12-18,HOU,KAN,1,24,30,-6,6,1,-1,83.8,114.7,1,2,4,23,28,33,94,189,-95,95,-188,188,-283,283
221,1035,False,2022,2022-12-18,CHI,PHI,1,20,25,-5,5,2,-2,114.2,63.9,6,1,61,6,30,33,157,112,45,-45,-218,218,-173,173
222,1033,False,2022,2022-12-18,CAR,PIT,1,16,24,-8,8,0,0,108.1,98.5,4,1,37,10,16,45,21,156,-135,135,19,-19,-116,116
223,1031,True,2022,2022-12-19,GNB,LAR,1,24,12,12,-12,-1,1,92.2,62.4,3,5,22,27,35,17,138,72,66,-66,123,-123,189,-189
224,1029,True,2022,2022-12-22,JAX,NYJ,0,19,3,16,-16,1,-1,86.6,57.8,1,3,11,21,39,20,147,66,81,-81,57,-57,138,-138
225,1011,False,2022,2022-12-24,CLE,NOR,1,10,17,-7,7,0,0,47.1,44.3,2,0,10,0,34,39,124,152,-28,28,33,-33,5,-5
226,1013,True,2022,2022-12-24,DAL,PHI,1,40,34,6,-6,3,-3,124.3,84.9,6,0,43,0,31,29,115,87,28,-28,-51,51,-23,23
227,1009,True,2022,2022-12-24,BUF,CHI,0,35,13,22,-22,-1,1,71.3,71.9,1,2,0,15,31,29,254,80,174,-174,43,-43,217,-217
228,1015,True,2022,2022-12-24,KAN,SEA,1,24,10,14,-14,1,-1,106.8,72.9,1,2,4,15,22,31,77,133,-56,56,20,-20,-36,36
229,1007,True,2022,2022-12-24,CAR,DET,1,37,23,14,-14,1,-1,121.4,108.8,0,2,0,19,43,17,320,45,275,-275,-86,86,189,-189
230,1019,True,2022,2022-12-24,CIN,NWE,0,22,18,4,-4,-2,2,99.4,103.6,2,4,6,16,24,16,73,61,12,-12,145,-145,157,-157
231,1021,True,2022,2022-12-24,HOU,TEN,0,19,14,5,-5,2,-2,79.9,32.5,1,4,3,11,30,31,70,184,-114,114,127,-127,13,-13
232,1023,True,2022,2022-12-24,PIT,LVR,1,13,10,3,-3,2,-2,81.6,37.9,0,3,0,31,27,19,106,58,48,-48,101,-101,149,-149
233,1025,False,2022,2022-12-24,ATL,BAL,0,9,17,-8,8,-1,1,85.2,94.0,2,0,6,0,33,34,115,184,-69,69,97,-97,28,-28
234,1027,True,2022,2022-12-24,SFO,WAS,1,37,20,17,-17,1,-1,114.6,113.6,3,2,16,19,26,33,153,79,74,-74,-52,52,22,-22
235,1017,True,2022,2022-12-24,MIN,NYG,1,27,24,3,-3,2,-2,107.9,91.3,4,3,29,15,19,21,83,126,-43,43,-49,49,-92,92
236,1005,False,2022,2022-12-25,DEN,LAR,0,14,51,-37,37,-4,4,48.1,124.7,6,0,40,0,20,36,104,158,-54,54,-11,11,-65,65
237,1003,True,2022,2022-12-25,GNB,MIA,0,26,20,6,-6,3,-3,78.6,78.2,2,2,16,16,25,18,79,82,-3,3,-72,72,-75,75
238,1001,False,2022,2022-12-25,ARI,TAM,1,16,19,-3,3,-1,1,58.3,71.6,1,0,17,0,27,30,121,115,6,-6,-77,77,-71,71
239,999,False,2022,2022-12-26,IND,LAC,1,3,20,-17,17,-1,1,31.9,81.8,7,4,39,22,14,32,69,101,-32,32,-109,109,-141,141
240,997,True,2022,2022-12-29,DAL,TEN,0,27,13,14,-14,-1,1,85.6,66.2,1,2,8,12,32,24,87,97,-10,10,54,-54,44,-44
241,979,False,2022,2023-01-01,MIA,NWE,0,21,23,-2,2,-2,2,75.5,94.6,2,3,18,31,27,21,86,76,10,-10,74,-74,84,-84
242,971,False,2022,2023-01-01,CHI,DET,0,10,41,-31,31,-2,2,40.8,131.2,7,2,45,16,22,39,200,265,-65,65,-209,209,-274,274
243,973,True,2022,2023-01-01,GNB,MIN,1,41,17,24,-24,4,-4,92.8,66.8,1,2,16,18,33,20,163,102,61,-61,-92,92,-31,31
244,975,False,2022,2023-01-01,HOU,JAX,1,3,31,-28,28,1,-1,69.4,60.7,2,2,18,13,21,29,84,169,-85,85,25,-25,-60,60
245,977,False,2022,2023-01-01,DEN,KAN,0,24,27,-3,3,0,0,81.3,106.1,4,0,32,0,24,16,117,46,71,-71,-138,138,-67,67
246,981,False,2022,2023-01-01,IND,NYG,0,10,38,-28,28,0,0,73.2,125.2,2,0,17,0,27,37,128,217,-89,89,-53,53,-142,142
247,969,True,2022,2023-01-01,ATL,ARI,1,20,19,1,-1,-1,1,90.1,82.6,1,2,3,9,34,27,132,126,6,-6,-47,47,-41,41
248,985,False,2022,2023-01-01,LVR,SFO,1,34,37,-3,3,-1,1,108.1,95.4,0,0,0,0,32,27,135,170,-35,35,81,-81,46,-46
249,987,True,2022,2023-01-01,PIT,BAL,0,16,13,3,-3,1,-1,86.7,77.5,2,1,15,10,41,28,198,120,78,-78,33,-33,111,-111
250,989,False,2022,2023-01-01,LAR,LAC,0,10,31,-21,21,-1,1,79.3,120.2,3,0,21,0,26,31,166,192,-26,26,-128,128,-154,154
251,991,False,2022,2023-01-01,NYJ,SEA,0,6,23,-17,17,-3,3,47.4,98.1,4,4,36,35,17,38,75,198,-123,123,56,-56,-67,67
252,993,False,2022,2023-01-01,CAR,TAM,0,24,30,-6,6,-2,2,108.1,125.3,2,3,15,21,22,25,74,67,7,-7,-85,85,-78,78
253,995,True,2022,2023-01-01,CLE,WAS,0,24,10,14,-14,3,-3,122.5,28.6,5,3,14,19,30,37,146,136,10,-10,31,-31,41,-41
254,983,True,2022,2023-01-01,NOR,PHI,0,20,10,10,-10,0,0,89.1,78.4,7,6,45,28,35,15,129,67,62,-62,-62,62,0,0
255,967,True,2022,2023-01-07,KAN,LVR,0,31,13,18,-18,2,-2,105.0,71.5,2,6,21,39,28,25,168,99,69,-69,1,-1,70,-70
256,965,True,2022,2023-01-07,JAX,TEN,1,20,16,4,-4,1,-1,92.2,80.4,1,4,9,14,14,39,19,147,-128,128,38,-38,-90,90
257,937,True,2022,2023-01-08,ATL,TAM,1,30,17,13,-13,0,0,108.2,92.3,2,0,16,0,35,20,174,86,88,-88,72,-72,160,-160
258,939,True,2022,2023-01-08,BUF,NWE,1,35,23,12,-12,0,0,106.1,74.4,2,1,17,9,25,23,90,107,-17,17,3,-3,-14,14
259,941,False,2022,2023-01-08,CHI,MIN,1,13,29,-16,16,0,0,46.4,107.2,1,0,6,0,22,38,118,141,-23,23,-200,200,-223,223
260,943,True,2022,2023-01-08,CIN,BAL,1,27,16,11,-11,3,-3,81.0,45.3,2,4,13,10,20,27,55,110,-55,55,-74,74,-129,129
261,945,False,2022,2023-01-08,IND,HOU,1,31,32,-1,1,0,0,77.0,87.6,2,1,7,10,33,23,196,59,137,-137,-99,99,38,-38
262,947,True,2022,2023-01-08,DEN,LAC,1,31,28,3,-3,0,0,118.6,109.4,2,1,17,5,36,22,205,59,146,-146,-27,27,119,-119
263,951,True,2022,2023-01-08,MIA,NYJ,1,11,6,5,-5,0,0,76.3,66.4,1,0,12,0,32,20,162,38,124,-124,-9,9,115,-115
264,953,True,2022,2023-01-08,CAR,NOR,0,10,7,3,-3,-1,1,2.8,92.2,2,1,11,10,41,32,171,143,28,-28,-129,129,-101,101
265,955,False,2022,2023-01-08,NYG,PHI,0,16,22,-6,6,1,-1,75.8,62.4,2,3,13,22,21,34,129,135,-6,6,-52,52,-58,58
266,957,False,2022,2023-01-08,CLE,PIT,0,14,28,-14,14,-1,1,84.0,78.1,7,1,57,6,22,37,134,144,-10,10,-16,16,-26,26
267,959,False,2022,2023-01-08,LAR,SEA,0,16,19,-3,3,1,-1,51.3,64.6,5,3,24,8,28,36,146,197,-51,51,-82,82,-133,133
268,961,False,2022,2023-01-08,ARI,SFO,0,13,38,-25,25,-4,4,68.8,133.7,3,4,15,36,20,37,61,169,-108,108,52,-52,-56,56
269,963,False,2022,2023-01-08,DAL,WAS,0,6,26,-20,20,-1,1,44.6,80.6,1,3,10,11,27,41,64,151,-87,87,-40,40,-127,127
270,949,True,2022,2023-01-08,DET,GNB,0,20,16,4,-4,2,-2,85.9,80.5,1,2,5,17,25,28,104,103,1,-1,31,-31,32,-32
271,935,True,2023,2023-09-07,DET,KAN,0,21,20,1,-1,0,0,94.1,77.5,1,0,3,0,34,23,118,90,28,-28,24,-24,52,-52
272,907,True,2023,2023-09-10,ATL,CAR,1,24,10,14,-14,3,-3,111.8,46.7,4,2,24,19,26,32,130,154,-24,24,-36,36,-60,60
273,909,False,2023,2023-09-10,CHI,GNB,1,20,38,-18,18,-2,2,78.2,122.0,4,1,27,8,29,32,122,92,30,-30,-48,48,-18,18
274,911,False,2023,2023-09-10,CIN,CLE,0,3,24,-21,21,2,-2,51.0,65.9,2,3,15,10,20,40,75,206,-131,131,-77,77,-208,208
275,913,False,2023,2023-09-10,IND,JAX,1,21,31,-10,10,-1,1,75.1,103.3,4,2,8,4,26,35,65,105,-40,40,-22,22,-62,62
276,917,False,2023,2023-09-10,MIN,TAM,1,17,20,-3,3,-3,3,102.8,93.9,2,1,16,4,17,33,41,73,-32,32,159,-159,127,-127
277,919,True,2023,2023-09-10,NOR,TEN,1,16,15,1,-1,1,-1,96.1,26.7,4,3,23,17,27,22,69,104,-35,35,101,-101,66,-66
278,915,False,2023,2023-09-10,DEN,LVR,1,16,17,-1,1,1,-1,108.0,107.9,2,0,11,0,22,29,94,61,33,-33,-34,34,-1,1
279,923,True,2023,2023-09-10,DAL,NYG,0,40,0,40,-40,3,-3,69.2,34.0,0,7,0,47,30,28,122,108,14,-14,80,-80,94,-94
280,933,False,2023,2023-09-10,ARI,WAS,0,16,20,-4,4,1,-1,78.7,71.4,3,6,18,46,25,28,96,92,4,-4,-42,42,-38,38
281,931,True,2023,2023-09-10,LAR,SEA,0,30,13,17,-17,0,0,91.3,81.4,0,2,0,17,40,18,92,85,7,-7,239,-239,246,-246
282,921,False,2023,2023-09-10,NWE,PHI,1,20,25,-5,5,-1,1,91.3,87.2,2,3,10,16,22,25,76,97,-21,21,152,-152,131,-131
283,927,False,2023,2023-09-10,HOU,BAL,0,9,25,-16,16,1,-1,78.0,76.9,5,4,46,14,23,32,72,110,-38,38,41,-41,3,-3
284,929,True,2023,2023-09-10,MIA,LAC,0,36,34,2,-2,-2,2,110.0,95.5,0,3,0,29,20,40,70,233,-163,163,266,-266,103,-103
285,925,False,2023,2023-09-10,PIT,SFO,1,7,30,-23,23,-1,1,68.4,108.8,5,3,34,17,10,34,41,188,-147,147,-5,5,-152,152
286,905,False,2023,2023-09-11,BUF,NYJ,0,16,22,-6,6,-3,3,62.7,73.5,5,3,19,23,22,28,97,172,-75,75,100,-100,25,-25
287,903,False,2023,2023-09-14,MIN,PHI,0,28,34,-6,6,-3,3,125.6,94.0,2,4,18,22,9,48,28,259,-231,231,175,-175,-56,56
288,877,False,2023,2023-09-17,ARI,NYG,1,28,31,-3,3,1,-1,99.9,102.5,0,3,0,9,29,27,151,127,24,-24,-84,84,-60,60
289,879,True,2023,2023-09-17,DAL,NYJ,1,30,10,20,-20,4,-4,112.2,35.2,1,3,7,19,44,16,134,64,70,-70,97,-97,167,-167
290,883,False,2023,2023-09-17,DET,SEA,1,31,37,-6,6,-3,3,121.8,114.5,2,1,7,17,27,25,102,82,20,-20,5,-5,25,-25
291,885,True,2023,2023-09-17,IND,HOU,0,31,20,11,-11,1,-1,104.0,99.3,0,6,0,47,23,26,126,52,74,-74,-110,110,-36,36
